Name,Device_ID,Download_Date,Reference_Date,Log_Interval,Log_Count,Location_Lat,Location_Lng,Temp_Units,Temp_Calibration,Hum_Calibration,Dewpoint_Calibration 
Section 7,FB80E49E,Thu Apr 07 2022 11:01:54 GMT-0500 (CDT),Not set,3600,4772,0,0,Celsius,0,0,0 
index,date,temperature,humidity,dewpoint 
771,Fri Oct 22 2021 19:01:54 GMT-0500 (CDT),21.8,37.4,6.7
772,Fri Oct 22 2021 20:01:54 GMT-0500 (CDT),21.6,37.4,6.5
773,Fri Oct 22 2021 21:01:54 GMT-0500 (CDT),21.5,37.4,6.5
774,Fri Oct 22 2021 22:01:54 GMT-0500 (CDT),21.5,37.3,6.4
775,Fri Oct 22 2021 23:01:54 GMT-0500 (CDT),21.5,37.2,6.4
776,Sat Oct 23 2021 00:01:54 GMT-0500 (CDT),21.4,37.0,6.2
777,Sat Oct 23 2021 01:01:54 GMT-0500 (CDT),21.5,37.0,6.3
778,Sat Oct 23 2021 02:01:54 GMT-0500 (CDT),21.5,36.9,6.3
779,Sat Oct 23 2021 03:01:54 GMT-0500 (CDT),21.4,36.9,6.2
780,Sat Oct 23 2021 04:01:54 GMT-0500 (CDT),21.3,36.8,6.0
781,Sat Oct 23 2021 05:01:54 GMT-0500 (CDT),21.2,36.5,5.8
782,Sat Oct 23 2021 06:01:54 GMT-0500 (CDT),21.2,36.2,5.7
783,Sat Oct 23 2021 07:01:54 GMT-0500 (CDT),21.2,35.9,5.6
784,Sat Oct 23 2021 08:01:54 GMT-0500 (CDT),21.2,35.7,5.5
785,Sat Oct 23 2021 09:01:54 GMT-0500 (CDT),21.7,35.5,5.9
786,Sat Oct 23 2021 10:01:54 GMT-0500 (CDT),21.9,35.3,6.0
787,Sat Oct 23 2021 11:01:54 GMT-0500 (CDT),22.0,34.9,5.9
788,Sat Oct 23 2021 12:01:54 GMT-0500 (CDT),21.9,34.5,5.7
789,Sat Oct 23 2021 13:01:54 GMT-0500 (CDT),21.8,34.1,5.4
790,Sat Oct 23 2021 14:01:54 GMT-0500 (CDT),21.9,34.0,5.4
791,Sat Oct 23 2021 15:01:54 GMT-0500 (CDT),21.8,33.9,5.3
792,Sat Oct 23 2021 16:01:54 GMT-0500 (CDT),21.8,33.8,5.3
793,Sat Oct 23 2021 17:01:54 GMT-0500 (CDT),21.7,33.7,5.1
794,Sat Oct 23 2021 18:01:54 GMT-0500 (CDT),21.7,33.8,5.2
795,Sat Oct 23 2021 19:01:54 GMT-0500 (CDT),21.5,33.8,5.0
796,Sat Oct 23 2021 20:01:54 GMT-0500 (CDT),21.5,33.8,5.0
797,Sat Oct 23 2021 21:01:54 GMT-0500 (CDT),21.5,33.8,5.0
798,Sat Oct 23 2021 22:01:54 GMT-0500 (CDT),21.4,33.9,5.0
799,Sat Oct 23 2021 23:01:54 GMT-0500 (CDT),21.4,33.9,5.0
800,Sun Oct 24 2021 00:01:54 GMT-0500 (CDT),21.4,33.9,5.0
801,Sun Oct 24 2021 01:01:54 GMT-0500 (CDT),21.3,33.9,4.9
802,Sun Oct 24 2021 02:01:54 GMT-0500 (CDT),21.4,34.0,5.0
803,Sun Oct 24 2021 03:01:54 GMT-0500 (CDT),21.3,34.1,5.0
804,Sun Oct 24 2021 04:01:54 GMT-0500 (CDT),21.3,34.2,5.0
805,Sun Oct 24 2021 05:01:54 GMT-0500 (CDT),21.4,34.3,5.1
806,Sun Oct 24 2021 06:01:54 GMT-0500 (CDT),21.3,34.4,5.1
807,Sun Oct 24 2021 07:01:54 GMT-0500 (CDT),21.3,34.5,5.1
808,Sun Oct 24 2021 08:01:54 GMT-0500 (CDT),21.3,34.5,5.1
809,Sun Oct 24 2021 09:01:54 GMT-0500 (CDT),21.4,34.6,5.2
810,Sun Oct 24 2021 10:01:54 GMT-0500 (CDT),21.3,34.6,5.2
811,Sun Oct 24 2021 11:01:54 GMT-0500 (CDT),21.4,35.2,5.5
812,Sun Oct 24 2021 12:01:54 GMT-0500 (CDT),21.4,36.0,5.8
813,Sun Oct 24 2021 13:01:54 GMT-0500 (CDT),21.4,36.8,6.1
814,Sun Oct 24 2021 14:01:54 GMT-0500 (CDT),21.5,37.4,6.5
815,Sun Oct 24 2021 15:01:54 GMT-0500 (CDT),21.5,38.1,6.7
816,Sun Oct 24 2021 16:01:54 GMT-0500 (CDT),21.4,38.5,6.8
817,Sun Oct 24 2021 17:01:54 GMT-0500 (CDT),21.5,38.9,7.0
818,Sun Oct 24 2021 18:01:54 GMT-0500 (CDT),21.5,39.3,7.2
819,Sun Oct 24 2021 19:01:54 GMT-0500 (CDT),21.2,39.5,7.0
820,Sun Oct 24 2021 20:01:54 GMT-0500 (CDT),21.2,39.8,7.1
821,Sun Oct 24 2021 21:01:54 GMT-0500 (CDT),21.2,40.1,7.2
822,Sun Oct 24 2021 22:01:54 GMT-0500 (CDT),21.2,40.4,7.3
823,Sun Oct 24 2021 23:01:54 GMT-0500 (CDT),21.2,40.7,7.4
824,Mon Oct 25 2021 00:01:54 GMT-0500 (CDT),21.2,41.1,7.6
825,Mon Oct 25 2021 01:01:54 GMT-0500 (CDT),21.2,41.4,7.7
826,Mon Oct 25 2021 02:01:54 GMT-0500 (CDT),21.2,41.6,7.7
827,Mon Oct 25 2021 03:01:54 GMT-0500 (CDT),21.2,41.8,7.8
828,Mon Oct 25 2021 04:01:54 GMT-0500 (CDT),21.2,41.8,7.8
829,Mon Oct 25 2021 05:01:54 GMT-0500 (CDT),21.1,42.0,7.8
830,Mon Oct 25 2021 06:01:54 GMT-0500 (CDT),21.1,42.2,7.9
831,Mon Oct 25 2021 07:01:54 GMT-0500 (CDT),21.1,42.4,7.9
832,Mon Oct 25 2021 08:01:54 GMT-0500 (CDT),21.1,42.6,8.0
833,Mon Oct 25 2021 09:01:54 GMT-0500 (CDT),21.1,42.8,8.1
834,Mon Oct 25 2021 10:01:54 GMT-0500 (CDT),22.1,42.6,8.9
835,Mon Oct 25 2021 11:01:54 GMT-0500 (CDT),21.8,42.5,8.6
836,Mon Oct 25 2021 12:01:54 GMT-0500 (CDT),22.0,42.5,8.8
837,Mon Oct 25 2021 13:01:54 GMT-0500 (CDT),21.6,42.5,8.4
838,Mon Oct 25 2021 14:01:54 GMT-0500 (CDT),21.9,42.6,8.7
839,Mon Oct 25 2021 15:01:54 GMT-0500 (CDT),22.3,42.5,9.0
840,Mon Oct 25 2021 16:01:54 GMT-0500 (CDT),22.4,42.3,9.1
841,Mon Oct 25 2021 17:01:54 GMT-0500 (CDT),22.4,42.1,9.0
842,Mon Oct 25 2021 18:01:54 GMT-0500 (CDT),21.6,42.0,8.2
843,Mon Oct 25 2021 19:01:54 GMT-0500 (CDT),21.3,41.9,7.9
844,Mon Oct 25 2021 20:01:54 GMT-0500 (CDT),21.0,41.8,7.6
845,Mon Oct 25 2021 21:01:54 GMT-0500 (CDT),21.0,41.8,7.6
846,Mon Oct 25 2021 22:01:54 GMT-0500 (CDT),20.9,41.7,7.5
847,Mon Oct 25 2021 23:01:54 GMT-0500 (CDT),20.9,41.7,7.5
848,Tue Oct 26 2021 00:01:54 GMT-0500 (CDT),21.0,41.7,7.6
849,Tue Oct 26 2021 01:01:54 GMT-0500 (CDT),21.0,41.7,7.6
850,Tue Oct 26 2021 02:01:54 GMT-0500 (CDT),21.0,41.6,7.6
851,Tue Oct 26 2021 03:01:54 GMT-0500 (CDT),20.9,41.5,7.4
852,Tue Oct 26 2021 04:01:54 GMT-0500 (CDT),21.0,41.4,7.5
853,Tue Oct 26 2021 05:01:54 GMT-0500 (CDT),20.9,41.2,7.3
854,Tue Oct 26 2021 06:01:54 GMT-0500 (CDT),21.0,41.0,7.3
855,Tue Oct 26 2021 07:01:54 GMT-0500 (CDT),20.9,40.8,7.2
856,Tue Oct 26 2021 08:01:54 GMT-0500 (CDT),20.9,40.6,7.1
857,Tue Oct 26 2021 09:01:54 GMT-0500 (CDT),21.3,40.7,7.5
858,Tue Oct 26 2021 10:01:54 GMT-0500 (CDT),22.1,40.7,8.2
859,Tue Oct 26 2021 11:01:54 GMT-0500 (CDT),22.4,40.7,8.5
860,Tue Oct 26 2021 12:01:54 GMT-0500 (CDT),22.6,40.7,8.7
861,Tue Oct 26 2021 13:01:54 GMT-0500 (CDT),22.3,40.7,8.4
862,Tue Oct 26 2021 14:01:54 GMT-0500 (CDT),21.7,40.9,7.9
863,Tue Oct 26 2021 15:01:54 GMT-0500 (CDT),22.4,40.8,8.5
864,Tue Oct 26 2021 16:01:54 GMT-0500 (CDT),22.1,40.8,8.3
865,Tue Oct 26 2021 17:01:54 GMT-0500 (CDT),21.8,40.8,8.0
866,Tue Oct 26 2021 18:01:54 GMT-0500 (CDT),21.3,40.7,7.5
867,Tue Oct 26 2021 19:01:54 GMT-0500 (CDT),21.2,40.6,7.4
868,Tue Oct 26 2021 20:01:54 GMT-0500 (CDT),21.0,40.6,7.2
869,Tue Oct 26 2021 21:01:54 GMT-0500 (CDT),21.0,40.6,7.2
870,Tue Oct 26 2021 22:01:54 GMT-0500 (CDT),21.0,40.6,7.2
871,Tue Oct 26 2021 23:01:54 GMT-0500 (CDT),21.0,40.6,7.2
872,Wed Oct 27 2021 00:01:54 GMT-0500 (CDT),21.0,40.6,7.2
873,Wed Oct 27 2021 01:01:54 GMT-0500 (CDT),21.0,40.5,7.2
874,Wed Oct 27 2021 02:01:54 GMT-0500 (CDT),21.0,40.6,7.2
875,Wed Oct 27 2021 03:01:54 GMT-0500 (CDT),20.9,40.6,7.1
876,Wed Oct 27 2021 04:01:54 GMT-0500 (CDT),21.0,40.5,7.2
877,Wed Oct 27 2021 05:01:54 GMT-0500 (CDT),20.9,40.4,7.0
878,Wed Oct 27 2021 06:01:54 GMT-0500 (CDT),20.9,40.3,7.0
879,Wed Oct 27 2021 07:01:54 GMT-0500 (CDT),20.4,40.3,6.6
880,Wed Oct 27 2021 08:01:54 GMT-0500 (CDT),20.6,40.2,6.7
881,Wed Oct 27 2021 09:01:54 GMT-0500 (CDT),21.2,39.9,7.1
882,Wed Oct 27 2021 10:01:54 GMT-0500 (CDT),22.3,39.4,7.9
883,Wed Oct 27 2021 11:01:54 GMT-0500 (CDT),23.0,38.8,8.3
884,Wed Oct 27 2021 12:01:54 GMT-0500 (CDT),23.0,38.4,8.2
885,Wed Oct 27 2021 13:01:54 GMT-0500 (CDT),22.2,38.4,7.5
886,Wed Oct 27 2021 14:01:54 GMT-0500 (CDT),22.5,38.4,7.7
887,Wed Oct 27 2021 15:01:54 GMT-0500 (CDT),22.2,38.3,7.4
888,Wed Oct 27 2021 16:01:54 GMT-0500 (CDT),22.0,38.3,7.3
889,Wed Oct 27 2021 17:01:54 GMT-0500 (CDT),21.9,38.2,7.1
890,Wed Oct 27 2021 18:01:54 GMT-0500 (CDT),21.6,38.1,6.8
891,Wed Oct 27 2021 19:01:54 GMT-0500 (CDT),21.5,38.1,6.7
892,Wed Oct 27 2021 20:01:54 GMT-0500 (CDT),21.4,38.0,6.6
893,Wed Oct 27 2021 21:01:54 GMT-0500 (CDT),21.3,38.2,6.6
894,Wed Oct 27 2021 22:01:54 GMT-0500 (CDT),21.2,38.6,6.6
895,Wed Oct 27 2021 23:01:54 GMT-0500 (CDT),21.1,38.9,6.7
896,Thu Oct 28 2021 00:01:54 GMT-0500 (CDT),21.2,39.1,6.8
897,Thu Oct 28 2021 01:01:54 GMT-0500 (CDT),21.2,39.2,6.9
898,Thu Oct 28 2021 02:01:54 GMT-0500 (CDT),21.1,39.4,6.9
899,Thu Oct 28 2021 03:01:54 GMT-0500 (CDT),21.0,39.6,6.8
900,Thu Oct 28 2021 04:01:54 GMT-0500 (CDT),21.0,39.8,6.9
901,Thu Oct 28 2021 05:01:54 GMT-0500 (CDT),21.0,40.1,7.0
902,Thu Oct 28 2021 06:01:54 GMT-0500 (CDT),21.0,40.3,7.1
903,Thu Oct 28 2021 07:01:54 GMT-0500 (CDT),21.1,40.6,7.3
904,Thu Oct 28 2021 08:01:54 GMT-0500 (CDT),21.1,40.9,7.4
905,Thu Oct 28 2021 09:01:54 GMT-0500 (CDT),21.1,41.2,7.5
906,Thu Oct 28 2021 10:01:54 GMT-0500 (CDT),21.2,41.5,7.7
907,Thu Oct 28 2021 11:01:54 GMT-0500 (CDT),21.2,41.7,7.8
908,Thu Oct 28 2021 12:01:54 GMT-0500 (CDT),21.2,42.0,7.9
909,Thu Oct 28 2021 13:01:54 GMT-0500 (CDT),21.4,42.2,8.1
910,Thu Oct 28 2021 14:01:54 GMT-0500 (CDT),21.4,42.5,8.2
911,Thu Oct 28 2021 15:01:54 GMT-0500 (CDT),21.3,42.9,8.3
912,Thu Oct 28 2021 16:01:54 GMT-0500 (CDT),21.6,43.3,8.7
913,Thu Oct 28 2021 17:01:54 GMT-0500 (CDT),21.8,43.8,9.0
914,Thu Oct 28 2021 18:01:54 GMT-0500 (CDT),22.1,44.1,9.4
915,Thu Oct 28 2021 19:01:54 GMT-0500 (CDT),21.6,44.5,9.1
916,Thu Oct 28 2021 20:01:54 GMT-0500 (CDT),21.4,45.0,9.1
917,Thu Oct 28 2021 21:01:54 GMT-0500 (CDT),21.3,45.4,9.1
918,Thu Oct 28 2021 22:01:54 GMT-0500 (CDT),21.2,45.8,9.1
919,Thu Oct 28 2021 23:01:54 GMT-0500 (CDT),21.2,46.1,9.2
920,Fri Oct 29 2021 00:01:54 GMT-0500 (CDT),21.2,46.4,9.3
921,Fri Oct 29 2021 01:01:54 GMT-0500 (CDT),21.2,46.7,9.4
922,Fri Oct 29 2021 02:01:54 GMT-0500 (CDT),21.2,47.1,9.6
923,Fri Oct 29 2021 03:01:54 GMT-0500 (CDT),21.3,47.3,9.7
924,Fri Oct 29 2021 04:01:54 GMT-0500 (CDT),21.3,47.6,9.8
925,Fri Oct 29 2021 05:01:54 GMT-0500 (CDT),21.3,47.9,9.9
926,Fri Oct 29 2021 06:01:54 GMT-0500 (CDT),21.2,48.2,9.9
927,Fri Oct 29 2021 07:01:54 GMT-0500 (CDT),21.2,48.4,10.0
928,Fri Oct 29 2021 08:01:54 GMT-0500 (CDT),21.1,48.6,9.9
929,Fri Oct 29 2021 09:01:54 GMT-0500 (CDT),21.2,48.9,10.1
930,Fri Oct 29 2021 10:01:54 GMT-0500 (CDT),21.8,48.9,10.7
931,Fri Oct 29 2021 11:01:54 GMT-0500 (CDT),21.4,49.0,10.3
932,Fri Oct 29 2021 12:01:54 GMT-0500 (CDT),21.2,49.1,10.2
933,Fri Oct 29 2021 13:01:54 GMT-0500 (CDT),21.2,49.3,10.2
934,Fri Oct 29 2021 14:01:54 GMT-0500 (CDT),21.8,49.3,10.8
935,Fri Oct 29 2021 15:01:54 GMT-0500 (CDT),21.7,49.4,10.7
936,Fri Oct 29 2021 16:01:54 GMT-0500 (CDT),21.9,49.6,11.0
937,Fri Oct 29 2021 17:01:54 GMT-0500 (CDT),21.8,49.8,10.9
938,Fri Oct 29 2021 18:01:54 GMT-0500 (CDT),21.5,50.0,10.7
939,Fri Oct 29 2021 19:01:54 GMT-0500 (CDT),21.2,50.3,10.5
940,Fri Oct 29 2021 20:01:54 GMT-0500 (CDT),21.1,50.5,10.5
941,Fri Oct 29 2021 21:01:54 GMT-0500 (CDT),21.2,50.6,10.6
942,Fri Oct 29 2021 22:01:54 GMT-0500 (CDT),21.2,50.8,10.7
943,Fri Oct 29 2021 23:01:54 GMT-0500 (CDT),21.1,50.9,10.6
944,Sat Oct 30 2021 00:01:54 GMT-0500 (CDT),21.1,51.1,10.7
945,Sat Oct 30 2021 01:01:54 GMT-0500 (CDT),21.1,51.2,10.7
946,Sat Oct 30 2021 02:01:54 GMT-0500 (CDT),21.1,51.3,10.7
947,Sat Oct 30 2021 03:01:54 GMT-0500 (CDT),21.0,51.3,10.6
948,Sat Oct 30 2021 04:01:54 GMT-0500 (CDT),21.0,51.4,10.7
949,Sat Oct 30 2021 05:01:54 GMT-0500 (CDT),21.1,51.3,10.7
950,Sat Oct 30 2021 06:01:54 GMT-0500 (CDT),21.0,51.3,10.6
951,Sat Oct 30 2021 07:01:54 GMT-0500 (CDT),21.0,51.3,10.6
952,Sat Oct 30 2021 08:01:54 GMT-0500 (CDT),21.1,51.2,10.7
953,Sat Oct 30 2021 09:01:54 GMT-0500 (CDT),21.2,51.1,10.8
954,Sat Oct 30 2021 10:01:54 GMT-0500 (CDT),21.2,50.9,10.7
955,Sat Oct 30 2021 11:01:54 GMT-0500 (CDT),21.2,50.6,10.6
956,Sat Oct 30 2021 12:01:54 GMT-0500 (CDT),21.3,50.4,10.7
957,Sat Oct 30 2021 13:01:54 GMT-0500 (CDT),21.3,50.4,10.7
958,Sat Oct 30 2021 14:01:54 GMT-0500 (CDT),21.3,50.2,10.6
959,Sat Oct 30 2021 15:01:54 GMT-0500 (CDT),21.5,50.0,10.7
960,Sat Oct 30 2021 16:01:54 GMT-0500 (CDT),21.5,49.8,10.7
961,Sat Oct 30 2021 17:01:54 GMT-0500 (CDT),21.4,49.6,10.5
962,Sat Oct 30 2021 18:01:54 GMT-0500 (CDT),21.2,49.5,10.3
963,Sat Oct 30 2021 19:01:54 GMT-0500 (CDT),21.2,49.5,10.3
964,Sat Oct 30 2021 20:01:54 GMT-0500 (CDT),21.2,49.5,10.3
965,Sat Oct 30 2021 21:01:54 GMT-0500 (CDT),21.1,49.5,10.2
966,Sat Oct 30 2021 22:01:54 GMT-0500 (CDT),21.3,49.5,10.4
967,Sat Oct 30 2021 23:01:54 GMT-0500 (CDT),21.2,49.5,10.3
968,Sun Oct 31 2021 00:01:54 GMT-0500 (CDT),21.1,49.5,10.2
969,Sun Oct 31 2021 01:01:54 GMT-0500 (CDT),21.1,49.2,10.1
970,Sun Oct 31 2021 02:01:54 GMT-0500 (CDT),21.1,48.9,10.0
971,Sun Oct 31 2021 03:01:54 GMT-0500 (CDT),21.0,48.6,9.8
972,Sun Oct 31 2021 04:01:54 GMT-0500 (CDT),21.0,48.4,9.8
973,Sun Oct 31 2021 05:01:54 GMT-0500 (CDT),21.0,48.1,9.7
974,Sun Oct 31 2021 06:01:54 GMT-0500 (CDT),21.0,47.8,9.6
975,Sun Oct 31 2021 07:01:54 GMT-0500 (CDT),20.9,47.7,9.5
976,Sun Oct 31 2021 08:01:54 GMT-0500 (CDT),21.0,47.5,9.5
977,Sun Oct 31 2021 09:01:54 GMT-0500 (CDT),21.4,47.2,9.8
978,Sun Oct 31 2021 10:01:54 GMT-0500 (CDT),21.6,46.9,9.9
979,Sun Oct 31 2021 11:01:54 GMT-0500 (CDT),21.5,46.7,9.7
980,Sun Oct 31 2021 12:01:54 GMT-0500 (CDT),21.5,46.5,9.6
981,Sun Oct 31 2021 13:01:54 GMT-0500 (CDT),21.5,46.3,9.6
982,Sun Oct 31 2021 14:01:54 GMT-0500 (CDT),21.5,46.2,9.6
983,Sun Oct 31 2021 15:01:54 GMT-0500 (CDT),21.4,45.9,9.4
984,Sun Oct 31 2021 16:01:54 GMT-0500 (CDT),21.4,45.4,9.2
985,Sun Oct 31 2021 17:01:54 GMT-0500 (CDT),21.3,44.8,8.9
986,Sun Oct 31 2021 18:01:54 GMT-0500 (CDT),21.2,44.1,8.6
987,Sun Oct 31 2021 19:01:54 GMT-0500 (CDT),21.2,43.4,8.4
988,Sun Oct 31 2021 20:01:54 GMT-0500 (CDT),21.1,42.9,8.1
989,Sun Oct 31 2021 21:01:54 GMT-0500 (CDT),21.0,42.3,7.8
990,Sun Oct 31 2021 22:01:54 GMT-0500 (CDT),21.0,41.8,7.6
991,Sun Oct 31 2021 23:01:54 GMT-0500 (CDT),21.0,41.3,7.4
992,Mon Nov 01 2021 00:01:54 GMT-0500 (CDT),21.0,40.9,7.3
993,Mon Nov 01 2021 01:01:54 GMT-0500 (CDT),20.9,40.6,7.1
994,Mon Nov 01 2021 02:01:54 GMT-0500 (CDT),20.9,40.2,7.0
995,Mon Nov 01 2021 03:01:54 GMT-0500 (CDT),20.8,39.9,6.8
996,Mon Nov 01 2021 04:01:54 GMT-0500 (CDT),20.8,39.5,6.6
997,Mon Nov 01 2021 05:01:54 GMT-0500 (CDT),20.8,39.2,6.5
998,Mon Nov 01 2021 06:01:54 GMT-0500 (CDT),20.8,38.9,6.4
999,Mon Nov 01 2021 07:01:54 GMT-0500 (CDT),20.8,38.7,6.3
1000,Mon Nov 01 2021 08:01:54 GMT-0500 (CDT),20.7,38.4,6.1
1001,Mon Nov 01 2021 09:01:54 GMT-0500 (CDT),21.3,38.1,6.5
1002,Mon Nov 01 2021 10:01:54 GMT-0500 (CDT),21.8,37.6,6.8
1003,Mon Nov 01 2021 11:01:54 GMT-0500 (CDT),21.5,37.3,6.4
1004,Mon Nov 01 2021 12:01:54 GMT-0500 (CDT),21.4,37.0,6.2
1005,Mon Nov 01 2021 13:01:54 GMT-0500 (CDT),21.4,36.5,6.0
1006,Mon Nov 01 2021 14:01:54 GMT-0500 (CDT),21.4,36.1,5.9
1007,Mon Nov 01 2021 15:01:54 GMT-0500 (CDT),21.3,35.6,5.6
1008,Mon Nov 01 2021 16:01:54 GMT-0500 (CDT),21.4,35.3,5.5
1009,Mon Nov 01 2021 17:01:54 GMT-0500 (CDT),21.8,34.7,5.6
1010,Mon Nov 01 2021 18:01:54 GMT-0500 (CDT),21.7,34.2,5.3
1011,Mon Nov 01 2021 19:01:54 GMT-0500 (CDT),21.0,33.9,4.6
1012,Mon Nov 01 2021 20:01:54 GMT-0500 (CDT),20.9,33.7,4.4
1013,Mon Nov 01 2021 21:01:54 GMT-0500 (CDT),20.7,33.6,4.2
1014,Mon Nov 01 2021 22:01:54 GMT-0500 (CDT),20.7,33.4,4.1
1015,Mon Nov 01 2021 23:01:54 GMT-0500 (CDT),20.7,33.1,4.0
1016,Tue Nov 02 2021 00:01:54 GMT-0500 (CDT),20.7,32.9,3.9
1017,Tue Nov 02 2021 01:01:54 GMT-0500 (CDT),20.6,32.7,3.7
1018,Tue Nov 02 2021 02:01:54 GMT-0500 (CDT),20.6,32.4,3.6
1019,Tue Nov 02 2021 03:01:54 GMT-0500 (CDT),20.5,32.1,3.4
1020,Tue Nov 02 2021 04:01:54 GMT-0500 (CDT),20.4,31.9,3.2
1021,Tue Nov 02 2021 05:01:54 GMT-0500 (CDT),20.5,31.7,3.2
1022,Tue Nov 02 2021 06:01:54 GMT-0500 (CDT),20.4,31.5,3.0
1023,Tue Nov 02 2021 07:01:54 GMT-0500 (CDT),20.4,31.3,2.9
1024,Tue Nov 02 2021 08:01:54 GMT-0500 (CDT),20.4,31.1,2.9
1025,Tue Nov 02 2021 09:01:54 GMT-0500 (CDT),21.1,31.0,3.4
1026,Tue Nov 02 2021 10:01:54 GMT-0500 (CDT),22.1,30.8,4.2
1027,Tue Nov 02 2021 11:01:54 GMT-0500 (CDT),22.1,30.4,4.0
1028,Tue Nov 02 2021 12:01:54 GMT-0500 (CDT),21.5,30.2,3.4
1029,Tue Nov 02 2021 13:01:54 GMT-0500 (CDT),21.4,30.0,3.2
1030,Tue Nov 02 2021 14:01:54 GMT-0500 (CDT),21.6,29.7,3.3
1031,Tue Nov 02 2021 15:01:54 GMT-0500 (CDT),21.7,29.4,3.2
1032,Tue Nov 02 2021 16:01:54 GMT-0500 (CDT),21.3,29.1,2.7
1033,Tue Nov 02 2021 17:01:54 GMT-0500 (CDT),21.1,28.8,2.4
1034,Tue Nov 02 2021 18:01:54 GMT-0500 (CDT),20.9,28.5,2.1
1035,Tue Nov 02 2021 19:01:54 GMT-0500 (CDT),20.8,28.3,1.9
1036,Tue Nov 02 2021 20:01:54 GMT-0500 (CDT),20.7,28.2,1.7
1037,Tue Nov 02 2021 21:01:54 GMT-0500 (CDT),20.6,28.1,1.6
1038,Tue Nov 02 2021 22:01:54 GMT-0500 (CDT),20.6,28.0,1.6
1039,Tue Nov 02 2021 23:01:54 GMT-0500 (CDT),20.5,27.9,1.4
1040,Wed Nov 03 2021 00:01:54 GMT-0500 (CDT),20.5,27.9,1.4
1041,Wed Nov 03 2021 01:01:54 GMT-0500 (CDT),20.5,27.9,1.4
1042,Wed Nov 03 2021 02:01:54 GMT-0500 (CDT),20.4,27.7,1.2
1043,Wed Nov 03 2021 03:01:54 GMT-0500 (CDT),20.4,27.6,1.2
1044,Wed Nov 03 2021 04:01:54 GMT-0500 (CDT),20.4,27.5,1.1
1045,Wed Nov 03 2021 05:01:54 GMT-0500 (CDT),20.3,27.4,1.0
1046,Wed Nov 03 2021 06:01:54 GMT-0500 (CDT),20.3,27.4,1.0
1047,Wed Nov 03 2021 07:01:54 GMT-0500 (CDT),20.3,27.3,0.9
1048,Wed Nov 03 2021 08:01:54 GMT-0500 (CDT),20.3,27.2,0.9
1049,Wed Nov 03 2021 09:01:54 GMT-0500 (CDT),20.9,27.1,1.4
1050,Wed Nov 03 2021 10:01:54 GMT-0500 (CDT),22.1,26.9,2.3
1051,Wed Nov 03 2021 11:01:54 GMT-0500 (CDT),22.1,26.5,2.1
1052,Wed Nov 03 2021 12:01:54 GMT-0500 (CDT),21.5,26.2,1.4
1053,Wed Nov 03 2021 13:01:54 GMT-0500 (CDT),21.2,26.0,1.0
1054,Wed Nov 03 2021 14:01:54 GMT-0500 (CDT),21.3,25.9,1.1
1055,Wed Nov 03 2021 15:01:54 GMT-0500 (CDT),21.2,25.7,0.9
1056,Wed Nov 03 2021 16:01:54 GMT-0500 (CDT),21.2,25.4,0.7
1057,Wed Nov 03 2021 17:01:54 GMT-0500 (CDT),21.3,25.3,0.8
1058,Wed Nov 03 2021 18:01:54 GMT-0500 (CDT),20.9,25.2,0.4
1059,Wed Nov 03 2021 19:01:54 GMT-0500 (CDT),20.7,25.0,0.1
1060,Wed Nov 03 2021 20:01:54 GMT-0500 (CDT),20.6,24.9,-0.1
1061,Wed Nov 03 2021 21:01:54 GMT-0500 (CDT),20.6,24.8,-0.1
1062,Wed Nov 03 2021 22:01:54 GMT-0500 (CDT),20.5,24.7,-0.3
1063,Wed Nov 03 2021 23:01:54 GMT-0500 (CDT),20.5,24.5,-0.4
1064,Thu Nov 04 2021 00:01:54 GMT-0500 (CDT),20.4,24.5,-0.5
1065,Thu Nov 04 2021 01:01:54 GMT-0500 (CDT),20.5,24.4,-0.4
1066,Thu Nov 04 2021 02:01:54 GMT-0500 (CDT),20.4,24.4,-0.5
1067,Thu Nov 04 2021 03:01:54 GMT-0500 (CDT),20.4,24.4,-0.5
1068,Thu Nov 04 2021 04:01:54 GMT-0500 (CDT),20.4,24.4,-0.5
1069,Thu Nov 04 2021 05:01:54 GMT-0500 (CDT),20.3,24.4,-0.6
1070,Thu Nov 04 2021 06:01:54 GMT-0500 (CDT),20.4,24.4,-0.5
1071,Thu Nov 04 2021 07:01:54 GMT-0500 (CDT),20.3,24.4,-0.6
1072,Thu Nov 04 2021 08:01:54 GMT-0500 (CDT),20.2,24.3,-0.7
1073,Thu Nov 04 2021 09:01:54 GMT-0500 (CDT),20.6,24.3,-0.4
1074,Thu Nov 04 2021 10:01:54 GMT-0500 (CDT),20.8,24.2,-0.3
1075,Thu Nov 04 2021 11:01:54 GMT-0500 (CDT),21.5,24.1,0.3
1076,Thu Nov 04 2021 12:01:54 GMT-0500 (CDT),21.4,23.8,-0.0
1077,Thu Nov 04 2021 13:01:54 GMT-0500 (CDT),21.1,23.6,-0.4
1078,Thu Nov 04 2021 14:01:54 GMT-0500 (CDT),21.0,23.5,-0.5
1079,Thu Nov 04 2021 15:01:54 GMT-0500 (CDT),21.1,23.4,-0.5
1080,Thu Nov 04 2021 16:01:54 GMT-0500 (CDT),21.5,23.4,-0.2
1081,Thu Nov 04 2021 17:01:54 GMT-0500 (CDT),21.5,23.4,-0.2
